company_name,location,location_type,sales,url,phone_number
Sunshine Insurance Group Company Limited,Beijing(China),Headquarters,1330721000,www.sinosig.com,1058289999.0
"Zhejiang Huada New Materials Co.,Ltd.",Zhejiang(China),Headquarters,1330512743,,57163590868.0
"Qilu Finance (Shandong) Economic Development Co., Ltd.",Shandong(China),Headquarters,1329151733,www.lwcjjt.com,
"Citic Trust Co.,Ltd.",Beijing(China),Headquarters,1328766952,www.citictrust.com.cn,1084865519.0
"Yunnan Yangchang Coal Mine Co., Ltd.",Yunnan(China),Headquarters,1327262310,,88247972150.0
"Wasu Media Holding Co.,Ltd",Zhejiang(China),Headquarters,1327014254,www.wasu.com,57128327333.0
"Shaanxi Coal Industry Chemical Construction(Group) Co.,Ltd.",Shaanxi(China),Headquarters,1326757209,www.shxmhjs.com,2986532183.0
"Tus Environmental Science And Technology Development Co.,Ltd.",Hubei(China),Headquarters,1326595987,www.tus-est.com,7176442936.0
"Anhui Third Construction Engineering Co., Ltd.",Anhui(China),Headquarters,1326551888,www.ahsj-group.com,55162863082.0
"Sinohydro Bureau 16 Co., Ltd",Fujian(China),Headquarters,1326283303,www.mjgcj.com,59187821294.0
"Beijing Ddb Needham Advertising Co., Ltd.",Beijing(China),Headquarters,1325047818,www.omnicommediagroup.com,
"Daqing Oilfield Construction Group Co., Ltd.",Heilongjiang(China),Headquarters,1324625392,www.cnpc.com.cn,4595959080.0
"Petrochina Daqing Petrol-Chemical Industry Co., Ltd.",Heilongjiang(China),Headquarters,1323619794,,4596762915.0
"Tianjin Huanou International Silicon Material Co., Ltd.",Tianjin(China),Headquarters,1321889149,www.cmbi.com.cn,2223789766.0
"Zhenlv International Travel Agency (Shanghai) Co.,Ltd.",Guangdong(China),Headquarters,1321747514,www.tdxinfo.com,76988611688.0
"China Railway First Group No.5 Engineering Co., Ltd.",Shaanxi(China),Headquarters,1321542937,,9173836240.0
"Beike Zhaofang (Beijing) Technology Co., Ltd.",Beijing(China),Headquarters,1321380000,bj.ke.com,1058104886.0
Jilin City Construction Holding Group Company Limited,Jilin(China),Headquarters,1321317015,www.jlcjjt.cn,43264577510.0
Digital China Software Limited,Beijing(China),Headquarters,1321196494,www.dcleasing.com.cn,1082707681.0
"Spic Guizhou Jinyuan Co., Ltd.",Guizhou(China),Headquarters,1320650920,www.gzjyjt.cn,
"Ningbo Shimaotong Network Technology Co., Ltd",Zhejiang(China),Headquarters,1320076245,www.shimaotong.com,57487369402.0
Hna Hotel Holdings Ltd.,Beijing(China),Headquarters,1319987914,www.hnahotelsandresorts.com,1085072392.0
Changzhou Wujin Construction Engineering Corporation,Jiangsu(China),Headquarters,1319592000,www.czwjjs.com,51985100092.0
"Henan Xinhe Construction Investment Group Co., Ltd.",Henan(China),Headquarters,1319592000,www.xinhejt.com,37663343638.0
"Jiangsu Yongtai Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,1319592000,www.jsyt8.com,51257711886.0
"Liaoning Zhongtian Construction (Group) Co., Ltd.",Liaoning(China),Headquarters,1319592000,,2453830765.0
"Henan State-Owned Assets Hold & Operation Co., Ltd",Henan(China),Headquarters,1318430878,www.hngk.ha.cn,37165585859.0
"Zhejiang Jinlu Construction Co., Ltd.",Zhejiang(China),Headquarters,1318052476,,57986551307.0
"Ningbo Industrial Investment Group Co.,Ltd.",Zhejiang(China),Headquarters,1317894655,www.nbiig.com,57487294211.0
"Shenzhen Cereals Group Co., Ltd.",Guangdong(China),Headquarters,1317466851,www.szlsjt.com.cn,75583778300.0
"Shanghaizhangjiang(Group)Co., Ltd.",Shanghai(China),Headquarters,1316525980,www.zjpark.com,2138139688.0
"Haikou Guilinyang Investment Development Holding Co., Ltd.",Hainan(China),Headquarters,1316324100,,89865710167.0
"Guangxi Guiguan Electric Power Co.,Ltd.",Guangxi(China),Headquarters,1316163242,www.ggep.com.cn,7716118880.0
"Sinoma Cement Co., Ltd.",Beijing(China),Headquarters,1315240602,www.sinoma-cem.cn,1088320186.0
"Vivo Mobile Communication Co., Ltd.",Guangdong(China),Headquarters,1314638880,www.vivo.com.cn,
"Guizhou Shangjin Property Service Co.,Ltd.",Guizhou(China),Headquarters,1313969707,,8565205935.0
"Wuxi Huaguang Environment & Energy Group Co.,Ltd.",Jiangsu(China),Headquarters,1310305156,www.wxboiler.com,51082833965.0
"China Gezhouba Group Lvyuan Technology Co.,Ltd.",Hubei(China),Headquarters,1309709031,gzbly.ceec.net.cn,75588989666.0
"Beijing Haohua Energy Resource Co.,Ltd.",Beijing(China),Headquarters,1309070846,www.bjhhny.com,1069842252.0
"Cnpc Logging Co.,Ltd.",Shaanxi(China),Headquarters,1308328296,cpl.cnpc.com.cn,2988776666.0
"Inner Momgolia North Heavy Tndustries Group Co.,Ltd",Inner Mongolia(China),Headquarters,1307771705,www.bfzg.com,4723386114.0
Jiangnan Shipbuilding Factory,Shanghai(China),Headquarters,1306710000,,2166993388.0
"Beijing Hualian Hypermarket Co., Ltd.",Beijing(China),Headquarters,1306631163,zc.beijing-hualian.com,1057391926.0
"Chang Chun Eurasia Group Co.,Ltd",Jilin(China),Headquarters,1306419840,www.eurasiagroup.com.cn,43187666905.0
"Yangshu Travel Service Co., Ltd.",Hebei(China),Headquarters,1306069500,,
Jm Digital Steel Inc.,Jiangsu(China),Headquarters,1305087454,www.gangbao365.cn,2557080003.0
"Zhejiang Huatong Meat Products Co.,Ltd.",Zhejiang(China),Headquarters,1304894589,www.huatongmeat.com,57989908661.0
"China Railway First Survey & Design Institute Group Co., Ltd.",Shaanxi(China),Headquarters,1304314113,www.fsdi.com.cn,2982365023.0
Shandong Radio And Tv Station,Shandong(China),Headquarters,1304182200,,53181695019.0
"China Mobile Communications Group Zhejiang Co., Ltd.",Zhejiang(China),Headquarters,1304112936,www.china-telecommunications.com,
"Zhengzhou Real Estate Group Co., Ltd.",Henan(China),Headquarters,1301501057,www.zzdcjt.cn,37187519601.0
"Taiyuan Heavy Industry Co., Ltd.",Shanxi(China),Headquarters,1301472275,www.tyhi.com.cn,
"Gansu Shangfeng Cement Co.,Ltd",Zhejiang(China),Headquarters,1300558626,www.sfsn.cn,57156030516.0
"Henan Dazhang Industry Co., Ltd.",Henan(China),Headquarters,1300343360,www.dazhang.com,37964585791.0
Sino Shaanxi Nuclear Indusrey Group,Shaanxi(China),Headquarters,1300082440,www.nuclgeol.com,2962818297.0
"Guangdong Chigo Airconditioning Co., Ltd",Guangdong(China),Headquarters,1299466164,www.china-chigo.com,75785660491.0
Heilongjiang Xinglong Forest Industry Bureau,Heilongjiang(China),Headquarters,1299105388,www.hljforest.com,4517531384.0
Chongqing Polycomp International Corporation,Chongqing(China),Headquarters,1298361082,www.cpicfiber.com,2368157868.0
"Hunan Yongxiong Asset Management Group Co., Ltd.",Hunan(China),Headquarters,1298219000,www.hnyongxiong.com,15021724975.0
"Shandong Haili Chemical Industry Co., Ltd.",Shandong(China),Headquarters,1298181620,www.hailichemical.com,
"Beijing Shenzhou Xianglong Investment Management Co., Ltd.",Beijing(China),Headquarters,1298150000,,1085568888.0
"Shandong Yuantong Car Trading Group Co., Ltd.",Shandong(China),Headquarters,1298150000,www.lyqgm.com,5398163570.0
"Shanghai Qianshen Investment Management Group Co., Ltd.",Shanghai(China),Headquarters,1298150000,www.cheersum.com,2160255983.0
"Sound  Group Co., Ltd.",Xizang(China),Headquarters,1298150000,www.soundgroup.com,1060593503.0
"Zhejiang Huaxin Holdings Group Co., Ltd.",Zhejiang(China),Headquarters,1298150000,www.zjhuaxin.com.cn,57182199950.0
Changchun Urban Development Investment Holding (Group) Co. Ltd,Jilin(China),Headquarters,1296666584,www.ccdih.com,43188609800.0
"Hongtu-Sanbao Hi-Tech Co., Ltd.",Jiangsu(China),Headquarters,1296000000,www.cnpcmall.com,2583274390.0
Yechiu Metal Recycling (China)Ltd.,Jiangsu(China),Headquarters,1295616693,www.yechiu.com,51253703381.0
"Harbin Second City Planning Engineering Co., Ltd.",Heilongjiang(China),Headquarters,1295550432,,45153642404.0
"Zhongyue Municipal Engineering Co., Ltd.",Zhejiang(China),Headquarters,1295550432,,57487791297.0
"Hy Energy Group Co.,Ltd",Zhejiang(China),Headquarters,1295462306,www.hy600387.com,57587016161.0
Xiamen Municipal Group Co. Ltd,Fujian(China),Headquarters,1292467802,www.szjtxm.com,13860109189.0
"Beijing Easpring Material Technology Co.,Ltd.",Beijing(China),Headquarters,1291695243,www.easpring.com.cn,1052269718.0
"Zhenjiang Transportation Industry Group Co.,Ltd",Jiangsu(China),Headquarters,1291462021,www.zjjtcy.com,51185363800.0
Yangcheng County State-Owned Capital Investment Operation Co. Ltd,Shanxi(China),Headquarters,1291167013,,3566920616.0
"Kpc Pharmaceuticals,Inc",Yunnan(China),Headquarters,1291017632,www.kpc.com.cn,87168324311.0
State Grid Shanghai Municipal Electric Power Company,Shanghai(China),Headquarters,1290836826,www.shanghai-electric.com,2128925222.0
"Powerchina Sepco1 Electric Power Construction Co., Ltd.",Shandong(China),Headquarters,1289078702,www.sepco1.com,53166227617.0
"Shanghai Rdilway Construction(Group) Co.,Ltd.",Shanghai(China),Headquarters,1288899800,,2166600325.0
"Guangzhou Zhujiang Electric Power Fuelling Co., Ltd.",Guangdong(China),Headquarters,1288881123,www.zdrlgs.com,2037850340.0
"Guangxi Financial Investment Group Co.,Ltd.",Guangxi(China),Headquarters,1288375698,www.gxfi.net,7715805853.0
"Shenzhen Comix Group Co., Ltd.",Guangdong(China),Headquarters,1288329085,www.qx.com,
"Sinopharm Group Shandong Co., Ltd.",Shandong(China),Headquarters,1287815355,www.sinopharm-sd.com,53187598081.0
"Findreams Technology Co., Ltd",Guangdong(China),Headquarters,1287356000,en.byd.com,75589888888.0
"China Resources Shandong Pharmaceutical Co.,Ltd.",Shandong(China),Headquarters,1286802539,www.crsdyy.com,53168625736.0
"Taishan Investment Co.,Ltd.",Shandong(China),Headquarters,1286734539,,5386228913.0
"Xinjiang Joinworld Co.,Ltd.",Xinjiang(China),Headquarters,1286639592,www.joinworld.com,9916689181.0
"Shaanxi Future Energy And Chemicals Co., Ltd.",Shaanxi(China),Headquarters,1285677953,www.sxfec.com,9126186026.0
"Zhuhai Da Heng Qin Investment Co.,Ltd.",Guangdong(China),Headquarters,1285618952,www.zhdhq.com,7566291125.0
Longyan Transportation Development Group Corporation Limited,Fujian(China),Headquarters,1285189892,www.lyjfgroup.com,5972325968.0
"Shandong Junhui Construction Group Co., Ltd.",Shandong(China),Headquarters,1284357723,www.junhuigroup.com,
Nanjing Xingang Development Corporation,Jiangsu(China),Headquarters,1284258724,,2585800800.0
"Aac New Power Development (Changzhou) Co., Ltd.",Jiangsu(China),Headquarters,1283430000,,51983052018.0
"Henan Huanghe Industry Group Co., Ltd.",Henan(China),Headquarters,1283313500,,3746123706.0
"Beicheng Zhiyuan Group Co., Ltd.",Chongqing(China),Headquarters,1282885000,www.nornova.com,2367578888.0
"Dongguan Donta Group Co., Ltd.",Guangdong(China),Headquarters,1282885000,www.donta.com.cn,76988812123.0
"Hengshan Holding Group Co., Ltd.",Zhejiang(China),Headquarters,1282885000,,57164070003.0
Rongcheng Taixiang Group,Shandong(China),Headquarters,1282885000,taixiangfood.en.alibaba.com,6317368888.0
"Zhejiang Taipusen Holding Group Co.,Ltd.",Zhejiang(China),Headquarters,1282885000,www.topsun-group.com,57128906140.0
"Zhengzhou Coal Industry(Group) Co.,Ltd.",Henan(China),Headquarters,1282794163,www.zmjt.cn,37187785313.0
"Bairong Investment Holding Group Co.,Ltd.",Beijing(China),Headquarters,1282628423,,1067279116.0
"Guangzhou Public Transport Group Co.,Ltd.",Guangdong(China),Headquarters,1280977032,www.gzbus.com,2083528427.0
Shenyang Coal Industry Co.,Liaoning(China),Headquarters,1279485654,,
"Xining Special Steel Group Co.,Ltd",Qinghai(China),Headquarters,1279016071,www.xntg.com,9715299830.0
"Jiangxi Hongcheng Environment Co.,Ltd.",Jiangxi(China),Headquarters,1278632453,www.jxhcsy.com,79185238232.0
"China Haohua Chemical Group Co.,Ltd.",Beijing(China),Headquarters,1278562377,haohua.chemchina.com,1058650615.0
"Titan Wind Energy (Suzhou) Co., Ltd.",Jiangsu(China),Headquarters,1278291614,www.titanwind.com.cn,2152310063.0
China Animal Husbandry Group.,Beijing(China),Headquarters,1277971656,www.cahg.com.cn,1052238800.0
"Guangdong Sanhe Pile Co.,Ltd.",Guangdong(China),Headquarters,1277877101,www.sanhepile.com,76023372911.0
"Longyan Investment&Development Group Co.,Ltd.",Fujian(China),Headquarters,1276774496,www.lyitdg.com,5972991151.0
"Xinxiang Chuangyu Refrigeration Equipment Co., Ltd.",Henan(China),Headquarters,1275611328,www.xxcyzl.com,
"The Third Engineering Co., Ltd. Of China Railway Seventh Group",Shaanxi(China),Headquarters,1275240597,,2986366700.0
"Powerchina Nuclear Engineering Co., Ltd.",Shandong(China),Headquarters,1275057557,www.powerchina-ne.com,53189812426.0
"Yotrio Group Co.,Ltd",Zhejiang(China),Headquarters,1274949700,www.yotrio.com,57685956878.0
"Northeast Pharmaceutical Group Co., Ltd.",Liaoning(China),Headquarters,1274059201,www.nepharm.com.cn,2425807777.0
"Healthcare Co.,Ltd.",Jiangsu(China),Headquarters,1273142267,www.mlily.com,51368169802.0
"Shanghai Electric Power Construction Co., Ltd.",Shanghai(China),Headquarters,1272720905,www.sepcc.com.cn,2164336865.0
Guangdong Pearl River Investment Management Group Co Ltd.,Guangdong(China),Headquarters,1271920297,www.gdprm.com,2022383366.0
"Shaanxi Petrochemical Industrial Trade Co., Ltd.",Shaanxi(China),Headquarters,1271440651,www.sxycpc.com,2987545770.0
"Chengtun Mining Group Co., Ltd.",Fujian(China),Headquarters,1269924453,,5925891697.0
"Nanjing Yunhai Special Metals Co.,Ltd.",Jiangsu(China),Headquarters,1269592941,www.rsm.com.cn,2557234888.0
Guangzhou Development District Holding Group Limited,Guangdong(China),Headquarters,1269141982,www.getholdings.com.cn,2082116097.0
"Blue Sail Medical Co., Ltd.",Shandong(China),Headquarters,1268345022,www.bluesail.cn,5337871008.0
"Inner Mongolia Geological And Mineral Products (Group) Co.,Ltd",Inner Mongolia(China),Headquarters,1268243472,www.nmgmr.gov.cn,4716232906.0
"Anhui Wanwei Updated High-Tech Material Industry Co., Ltd.",Anhui(China),Headquarters,1267494879,www.wwgf.com.cn,55182189280.0
"Suzhou Talesun Solar Technologies Co.,Ltd",Jiangsu(China),Headquarters,1267475783,www.talesun.com,51282355888.0
"Huzhou Communications Investment Group Co., Ltd.",Zhejiang(China),Headquarters,1266686032,www.hzjtjt.com,5722205535.0
"Gaomi Huarong Industry Development Co., Ltd.",Shandong(China),Headquarters,1266332366,,5365608721.0
China National Tobacco Corp. Hainan Branch,Hainan(China),Headquarters,1266020000,,89865806192.0
"China Railway No.15 Engineering Group Urban Construction Engineering Co.,Ltd.",Henan(China),Headquarters,1265280000,www.cr15g7c.com,3792631066.0
Zunyi Road And Bridge Construction (Group) Limited,Guizhou(China),Headquarters,1265009522,www.zyrbc.com,85128220410.0
"Anhui Huayuan Pharmaceutical Group Co., Ltd.",Anhui(China),Headquarters,1264696130,www.hyey.com,5588624291.0
"Liqun Commercial Group Co.,Ltd.",Shandong(China),Headquarters,1264443594,www.liquncommercialgroup.com,53258668898.0
"Hainan Zhonghai Electric Power Engineering Co., Ltd.",Hainan(China),Headquarters,1263739240,,89866263826.0
Zhuhai Transportation Group Co. Ltd,Guangdong(China),Headquarters,1263677762,www.zhjtjt.com,7568595590.0
"Linyi City Construction Investment Development Co.,Ltd.",Shandong(China),Headquarters,1263542615,www.lycfgroup.com,5398613900.0
"China Gezhouba Group No.3 Engineering Co., Ltd.",Shaanxi(China),Headquarters,1262149462,gzbfcl.ceec.net.cn,2989678742.0
"Yapp Automotive Systems Co.,Ltd.",Jiangsu(China),Headquarters,1260351647,www.yapp.com,51487777181.0
"Jilin Sengong Songjiang River Forestry (Group) Co., Ltd.",Jilin(China),Headquarters,1260000924,www.sjhlyj.com,4395073000.0
"June Life Insurance Co., Ltd.",Beijing(China),Headquarters,1258871818,www.jklife.com,1065027333.0
"Winner Medical Co., Ltd.",Guangdong(China),Headquarters,1257213393,www.winnermedical.com,75528066858.0
"Shanghai Jinghuicheng International Trade Co., Ltd.",Shanghai(China),Headquarters,1257176126,www.founder.com,2168763946.0
"Shenzhen Grandland Group Co.,Ltd.",Guangdong(China),Headquarters,1257051967,www.szgt.com,75525886666.0
Boc Samsung Life Insurance Company Limited,Beijing(China),Headquarters,1256510695,www.boc-samsunglife.cn,1083262688.0
"Kunming Yunnei Power Co.,Ltd.",Yunnan(China),Headquarters,1255982680,www.yunneidongli.com,87165625802.0
"Jiutong Jiye Investment Co., Ltd.",Hebei(China),Headquarters,1255715202,www.cfldcn.com,1052282815.0
"Zhangzhou Pientzehuang Pharmaceutical Co.,Ltd.",Fujian(China),Headquarters,1254730851,www.zzpzh.com,5962301158.0
"Liaoning Province Expressway Operation Management Co., Ltd.",Liaoning(China),Headquarters,1254480000,www.lnjttz.cn,
"Changcheng Property Group Co., Ltd.",Guangdong(China),Headquarters,1254479006,www.einwin.com,75583997188.0
"Zhongyuan Yuzi Investment Holding Group Co., Td.",Henan(China),Headquarters,1254362013,www.zyyzgroup.com,37165711985.0
"Jiujiang Hehui Investment Property Co., Ltd.",Jiangxi(China),Headquarters,1254160720,,
"Texhong (China) Investment Co., Ltd.",Shanghai(China),Headquarters,1253194953,www.texhong.com,2120762678.0
"China Huarong Financial Leasing Co., Ltd",Zhejiang(China),Headquarters,1252699658,www.hrflc.com,57187005953.0
Jiangsu Sopo Chemical Co. Ltd.,Jiangsu(China),Headquarters,1251920609,www.sopo.com.cn,51188995001.0
"Cgn Nuclear Technology Development Co.,Ltd.",Guangdong(China),Headquarters,1251181368,www.cgnnt.com.cn,75588619309.0
"Guizhou Wujiang Energy Investment Co.,Ltd",Guizhou(China),Headquarters,1250616379,www.gziig.com.cn,85185288621.0
"Shandong Lianmeng Chemical Group Co., Ltd.",Shandong(China),Headquarters,1250504500,www.leaguechem.com,
"China Railway Material Group Co.,Ltd",Beijing(China),Headquarters,1248954000,www.crmg.com.cn,1051881000.0
"Jinhuan Construction Group Co., Ltd",Hebei(China),Headquarters,1248954000,www.jinhuansteel.com,31185968162.0
"Panhua Group Co., Ltd.",Jiangsu(China),Headquarters,1248954000,www.phjt.com,51258387325.0
"Tenglong Stainless Steel Products Group Co.,Ltd.",Zhejiang(China),Headquarters,1248954000,www.tenglonggroup.com,57486229308.0
"Yunnan Energy New Material Co., Ltd",Yunnan(China),Headquarters,1248611231,www.cxxcl.cn,8778888661.0
"Guangdong Dongpeng Holdings Co.,Ltd.",Guangdong(China),Headquarters,1248022466,www.dongpeng.net,18814805643.0
"Dayuan Construction Group Co., Ltd.",Hebei(China),Headquarters,1247973142,www.dyjyjt.com,3175291938.0
"Shandong Inov Polyurethane Co., Ltd.",Shandong(China),Headquarters,1247768910,www.inov-pu.com,5333598719.0
"Shanghai Lonyer Fuels Co.,Ltd",Shanghai(China),Headquarters,1247567910,www.lyrysh.com,2158300945.0
"Jizhong Energy Zhangjiakou Mining Industry Group Co., Ltd.",Hebei(China),Headquarters,1247359568,www.nebm.com.cn,3135189111.0
"Chongqing Chongkelong Supermarket Chain Co., Ltd.",Chongqing(China),Headquarters,1247280000,,2363810011.0
"Guizhou Heli Supermarket Purchasing Co., Ltd.",Guizhou(China),Headquarters,1247280000,,85185943690.0
"Suning Convenience Supermarket (Nanjing) Co., Ltd.",Jiangsu(China),Headquarters,1247280000,www.suningstores.cn,
"Walmart (Shenzhen) Stores Co., Ltd.",Guangdong(China),Headquarters,1247280000,www.ghsmpwalmart.com,75528338088.0
"Jinduicheng Molybdenum Co.,Ltd.",Shaanxi(China),Headquarters,1247266019,www.jdcmoly.com,2988320076.0
